x_bin,y_bin,batch_start_t
51,29,4820008
52,27,4820008
52,28,4820008
52,29,4820008
53,27,4820008
53,28,4820008
53,29,4820008
54,27,4820008
54,28,4820008
55,27,4820008
55,28,4820008
56,27,4820008
56,28,4820008
53,27,4830004
53,28,4830004
54,27,4830004
54,28,4830004
55,27,4830004
55,28,4830004
56,27,4830004
56,28,4830004
57,26,4830004
57,27,4830004
57,28,4830004
58,26,4830004
58,27,4830004
59,26,4830004
59,27,4830004
60,26,4830004
60,27,4830004
61,26,4830004
61,27,4830004
58,27,4840027
59,26,4840027
59,27,4840027
60,26,4840027
60,27,4840027
61,26,4840027
61,27,4840027
62,25,4840027
62,26,4840027
62,27,4840027
63,25,4840027
63,26,4840027
64,25,4840027
64,26,4840027
65,25,4840027
65,26,4840027
66,25,4840027
66,26,4840027
63,26,4850015
64,25,4850015
64,26,4850015
65,25,4850015
65,26,4850015
66,25,4850015
66,26,4850015
67,25,4850015
67,26,4850015
68,24,4850015
68,25,4850015
68,26,4850015
69,24,4850015
69,25,4850015
70,24,4850015
70,25,4850015
71,24,4850015
71,25,4850015
68,25,4860005
69,24,4860005
69,25,4860005
70,24,4860005
70,25,4860005
71,24,4860005
71,25,4860005
72,24,4860005
72,25,4860005
73,24,4860005
73,25,4860005
74,23,4860005
74,24,4860005
74,25,4860005
75,23,4860005
75,24,4860005
76,23,4860005
76,24,4860005
73,24,4870003
74,24,4870003
75,23,4870003
75,24,4870003
76,23,4870003
76,24,4870003
77,23,4870003
77,24,4870003
78,23,4870003
78,24,4870003
79,22,4870003
79,23,4870003
79,24,4870003
80,22,4870003
80,23,4870003
81,22,4870003
81,23,4870003
79,23,4880051
80,22,4880051
80,23,4880051
81,22,4880051
81,23,4880051
82,22,4880051
82,23,4880051
83,22,4880051
83,23,4880051
84,22,4880051
84,23,4880051
85,22,4880051
85,23,4880051
86,21,4880051
86,22,4880051
87,22,4880051
84,22,4890000
85,22,4890000
86,21,4890000
86,22,4890000
87,21,4890000
87,22,4890000
88,21,4890000
88,22,4890000
89,21,4890000
89,22,4890000
90,21,4890000
90,22,4890000
91,21,4890000
91,22,4890000
92,21,4890000
89,21,4900006
89,22,4900006
90,21,4900006
90,22,4900006
91,21,4900006
91,22,4900006
92,20,4900006
92,21,4900006
92,22,4900006
93,20,4900006
93,21,4900006
94,20,4900006
94,21,4900006
95,20,4900006
95,21,4900006
96,20,4900006
96,21,4900006
97,20,4900006
97,21,4900006
94,20,4910006
94,21,4910006
95,20,4910006
95,21,4910006
96,20,4910006
96,21,4910006
97,20,4910006
97,21,4910006
98,20,4910006
98,21,4910006
99,19,4910006
99,20,4910006
99,21,4910006
99,20,4920013
74,34,5430713
65,34,5680139
9,12,5890015
9,8,6220090
36,1,6490113
37,18,6510251
38,29,6520425
51,31,6760043
51,33,6760043
51,34,6760043
85,0,7010179
88,35,7050624
9,7,7340102
9,10,7350090
9,12,7350090
9,15,7360056
9,7,7390148
9,10,7390148
9,12,7400027
2,1,7470091
3,14,7490118
3,15,7490118
3,16,7490118
97,34,7740077
97,7,7820002
99,33,7850047
99,34,7850047
94,34,8120277
61,2,8210007
85,34,8290478
73,0,8420151
73,1,8420151
74,27,8440625
74,30,8440625
75,34,8450041
75,35,8450041
96,32,8920120
96,33,8920120
96,34,8920120
86,34,9800016
97,32,9880028
97,33,9890057
97,34,9890057
97,35,9890057
81,34,9931123
36,0,10002087
36,1,10002087
36,2,10002087
36,3,10002087
36,4,10002087
37,16,10010005
37,17,10010005
37,18,10010005
37,19,10010005
37,20,10010005
37,22,10020005
37,24,10020005
37,25,10020005
37,26,10020005
37,27,10020005
38,29,10020005
38,32,10020005
38,33,10020005
38,35,10030011
38,36,10030011
38,37,10030011
38,38,10030011
38,39,10030011
38,40,10030011
70,34,10370075
98,34,10880000
3,13,11240021
3,14,11240021
