x_bin,y_bin,batch_start_t
52,17,8260000
52,18,8260000
52,19,8260000
53,16,8260000
53,17,8260000
53,18,8260000
53,19,8260000
54,16,8260000
54,17,8260000
54,18,8260000
55,16,8260000
55,17,8260000
55,18,8260000
56,16,8260000
56,17,8260000
56,18,8260000
57,16,8260000
57,17,8260000
57,18,8260000
58,16,8260000
58,17,8260000
58,18,8260000
59,16,8260000
59,17,8260000
59,18,8260000
60,16,8260000
60,17,8260000
60,18,8260000
61,16,8260000
61,17,8260000
61,18,8260000
62,16,8260000
62,17,8260000
62,18,8260000
63,16,8260000
63,17,8260000
63,18,8260000
64,16,8260000
64,17,8260000
64,18,8260000
65,16,8260000
65,17,8260000
66,16,8260000
66,17,8260000
67,16,8260000
67,17,8260000
68,16,8260000
68,17,8260000
69,17,8260000
22,18,8270000
22,19,8270000
22,20,8270000
23,18,8270000
23,19,8270000
23,20,8270000
24,18,8270000
24,19,8270000
24,20,8270000
25,18,8270000
25,19,8270000
25,20,8270000
26,18,8270000
26,19,8270000
26,20,8270000
27,18,8270000
27,19,8270000
27,20,8270000
28,18,8270000
28,19,8270000
28,20,8270000
29,18,8270000
29,19,8270000
29,20,8270000
30,17,8270000
30,18,8270000
30,19,8270000
30,20,8270000
31,17,8270000
31,18,8270000
31,19,8270000
31,20,8270000
32,17,8270000
32,18,8270000
32,19,8270000
32,20,8270000
33,17,8270000
33,18,8270000
33,19,8270000
33,20,8270000
34,17,8270000
34,18,8270000
34,19,8270000
34,20,8270000
35,17,8270000
35,18,8270000
35,19,8270000
35,20,8270000
36,17,8270000
36,18,8270000
36,19,8270000
36,20,8270000
37,17,8270000
37,18,8270000
37,19,8270000
37,20,8270000
38,17,8270000
38,18,8270000
38,19,8270000
38,20,8270000
39,17,8270000
39,18,8270000
39,19,8270000
39,20,8270000
40,17,8270000
40,18,8270000
40,19,8270000
41,17,8270000
41,18,8270000
41,19,8270000
42,17,8270000
42,18,8270000
42,19,8270000
43,17,8270000
43,18,8270000
43,19,8270000
44,17,8270000
44,18,8270000
44,19,8270000
45,17,8270000
45,18,8270000
45,19,8270000
46,17,8270000
46,18,8270000
46,19,8270000
47,17,8270000
47,18,8270000
48,17,8270000
48,18,8270000
49,17,8270000
49,18,8270000
2,20,8280000
2,21,8280000
3,20,8280000
3,21,8280000
4,19,8280000
4,20,8280000
4,21,8280000
5,19,8280000
5,20,8280000
5,21,8280000
6,19,8280000
6,20,8280000
6,21,8280000
7,19,8280000
7,20,8280000
7,21,8280000
8,19,8280000
8,20,8280000
8,21,8280000
9,19,8280000
9,20,8280000
9,21,8280000
10,19,8280000
10,20,8280000
10,21,8280000
11,19,8280000
11,20,8280000
11,21,8280000
12,19,8280000
12,20,8280000
12,21,8280000
13,19,8280000
13,20,8280000
13,21,8280000
14,18,8280000
14,19,8280000
14,20,8280000
14,21,8280000
15,18,8280000
15,19,8280000
15,20,8280000
15,21,8280000
16,18,8280000
16,19,8280000
16,20,8280000
16,21,8280000
17,18,8280000
17,19,8280000
17,20,8280000
17,21,8280000
18,18,8280000
18,19,8280000
18,20,8280000
18,21,8280000
19,18,8280000
19,19,8280000
19,20,8280000
19,21,8280000
20,18,8280000
20,19,8280000
20,20,8280000
20,21,8280000
21,18,8280000
21,19,8280000
21,20,8280000
21,21,8280000
22,18,8280000
22,19,8280000
22,20,8280000
22,21,8280000
23,18,8280000
23,19,8280000
23,20,8280000
23,21,8280000
24,18,8280000
24,19,8280000
24,20,8280000
24,21,8280000
25,18,8280000
25,19,8280000
25,20,8280000
25,21,8280000
26,18,8280000
26,19,8280000
26,20,8280000
27,18,8280000
27,19,8280000
27,20,8280000
28,18,8280000
28,19,8280000
28,20,8280000
29,18,8280000
29,19,8280000
29,20,8280000
30,18,8280000
30,19,8280000
30,20,8280000
0,19,8290000
0,20,8290000
0,21,8290000
0,22,8290000
1,19,8290000
1,20,8290000
1,21,8290000
1,22,8290000
2,20,8290000
2,21,8290000
2,22,8290000
3,20,8290000
3,21,8290000
3,22,8290000
4,20,8290000
4,21,8290000
4,22,8290000
5,20,8290000
5,21,8290000
5,22,8290000
6,20,8290000
6,21,8290000
6,22,8290000
7,20,8290000
7,21,8290000
7,22,8290000
8,20,8290000
8,21,8290000
9,20,8290000
9,21,8290000
10,20,8290000
10,21,8290000
11,20,8290000
0,27,8380001
1,27,8380001
1,28,8380001
2,27,8380001
2,28,8380001
2,29,8380001
2,30,8380001
3,29,8380001
3,30,8380001
3,31,8380001
4,30,8380001
4,31,8380001
5,30,8380001
5,31,8380001
4,27,8390001
5,27,8390001
5,28,8390001
5,29,8390001
5,30,8390001
5,31,8390001
6,27,8390001
6,28,8390001
6,29,8390001
6,30,8390001
6,31,8390001
6,32,8390001
7,27,8390001
7,28,8390001
7,29,8390001
7,30,8390001
7,31,8390001
7,32,8390001
8,29,8390001
8,30,8390001
8,31,8390001
8,32,8390001
10,31,8400000
10,32,8400000
10,33,8400000
10,34,8400000
11,31,8400000
11,32,8400000
11,33,8400000
11,34,8400000
12,29,8400000
12,30,8400000
12,31,8400000
12,32,8400000
12,33,8400000
12,34,8400000
13,31,8400000
14,34,8410003
14,35,8410003
15,34,8410003
15,35,8410003
15,36,8410003
16,34,8410003
16,35,8410003
16,36,8410003
17,31,8410003
17,32,8410003
17,34,8410003
17,35,8410003
17,36,8410003
18,36,8420001
18,37,8420001
19,36,8420001
19,37,8420001
20,35,8420001
20,36,8420001
20,37,8420001
20,38,8420001
21,35,8420001
21,36,8420001
21,37,8420001
22,35,8420001
23,34,8420001
21,39,8430000
22,37,8430000
22,38,8430000
22,39,8430000
23,37,8430000
23,38,8430000
23,39,8430000
23,40,8430000
24,36,8430000
24,37,8430000
24,38,8430000
24,39,8430000
25,35,8430000
25,36,8430000
25,37,8430000
25,38,8430000
25,39,8430000
26,35,8430000
26,36,8430000
26,37,8430000
27,34,8430000
27,35,8430000
27,36,8430000
28,34,8430000
28,35,8430000
28,36,8430000
29,34,8430000
29,35,8430000
25,40,8440000
25,41,8440000
26,39,8440000
26,40,8440000
26,41,8440000
27,39,8440000
27,40,8440000
27,41,8440000
28,39,8440000
28,40,8440000
28,41,8440000
29,39,8440000
30,37,8440000
30,39,8440000
30,40,8440000
32,37,8440000
33,36,8440000
33,37,8440000
29,42,8450000
29,43,8450000
30,41,8450000
30,42,8450000
30,43,8450000
30,44,8450000
31,41,8450000
31,42,8450000
31,43,8450000
31,44,8450000
31,45,8450000
32,40,8450000
32,41,8450000
32,42,8450000
32,43,8450000
32,44,8450000
32,45,8450000
33,39,8450000
33,40,8450000
33,41,8450000
33,42,8450000
33,43,8450000
33,44,8450000
34,39,8450000
34,40,8450000
34,41,8450000
34,42,8450000
34,43,8450000
35,39,8450000
35,40,8450000
35,41,8450000
35,42,8450000
35,43,8450000
36,39,8450000
36,40,8450000
36,41,8450000
37,39,8450000
37,40,8450000
37,41,8450000
38,38,8450000
38,39,8450000
38,40,8450000
39,39,8450000
32,44,8460000
32,45,8460000
33,43,8460000
33,44,8460000
33,45,8460000
33,46,8460000
34,43,8460000
34,44,8460000
34,45,8460000
34,46,8460000
35,42,8460000
35,43,8460000
35,44,8460000
35,45,8460000
35,46,8460000
36,41,8460000
36,42,8460000
36,43,8460000
36,44,8460000
36,45,8460000
36,46,8460000
37,41,8460000
37,42,8460000
37,43,8460000
37,44,8460000
37,45,8460000
38,40,8460000
38,41,8460000
38,42,8460000
38,43,8460000
38,44,8460000
39,39,8460000
39,40,8460000
39,41,8460000
39,42,8460000
39,43,8460000
39,44,8460000
40,40,8460000
40,41,8460000
41,40,8460000
41,41,8460000
42,40,8460000
42,41,8460000
36,46,8470000
37,45,8470000
37,46,8470000
37,47,8470000
37,48,8470000
38,45,8470000
38,46,8470000
38,47,8470000
38,48,8470000
38,49,8470000
39,45,8470000
39,46,8470000
39,48,8470000
39,49,8470000
40,44,8470000
40,45,8470000
40,46,8470000
40,47,8470000
40,48,8470000
40,49,8470000
41,43,8470000
41,44,8470000
41,45,8470000
41,46,8470000
42,43,8470000
42,44,8470000
42,45,8470000
42,46,8470000
43,41,8470000
43,42,8470000
43,43,8470000
43,44,8470000
43,45,8470000
43,46,8470000
44,41,8470000
44,42,8470000
44,43,8470000
44,44,8470000
44,45,8470000
45,42,8470000
45,43,8470000
45,44,8470000
46,42,8470000
46,43,8470000
46,44,8470000
40,49,8480000
40,50,8480000
41,48,8480000
41,49,8480000
41,50,8480000
41,51,8480000
42,46,8480000
42,47,8480000
42,48,8480000
42,49,8480000
42,50,8480000
42,51,8480000
43,45,8480000
43,46,8480000
43,47,8480000
43,48,8480000
43,49,8480000
43,50,8480000
43,51,8480000
43,52,8480000
44,45,8480000
44,46,8480000
44,47,8480000
44,48,8480000
44,49,8480000
44,50,8480000
44,51,8480000
45,44,8480000
45,45,8480000
45,46,8480000
45,47,8480000
45,48,8480000
45,49,8480000
45,50,8480000
46,43,8480000
46,44,8480000
46,45,8480000
46,46,8480000
46,47,8480000
46,48,8480000
46,49,8480000
47,43,8480000
47,44,8480000
47,45,8480000
47,46,8480000
47,47,8480000
48,44,8480000
48,45,8480000
48,46,8480000
49,44,8480000
49,45,8480000
43,50,8490000
43,51,8490000
43,52,8490000
44,50,8490000
44,51,8490000
44,52,8490000
44,53,8490000
45,49,8490000
45,50,8490000
45,51,8490000
45,52,8490000
45,53,8490000
46,49,8490000
46,50,8490000
46,51,8490000
46,52,8490000
46,53,8490000
47,48,8490000
47,49,8490000
47,50,8490000
47,51,8490000
47,52,8490000
47,53,8490000
48,47,8490000
48,48,8490000
48,49,8490000
48,50,8490000
48,51,8490000
48,52,8490000
49,46,8490000
49,47,8490000
49,48,8490000
49,49,8490000
49,50,8490000
49,51,8490000
50,46,8490000
50,47,8490000
50,48,8490000
50,49,8490000
50,50,8490000
51,46,8490000
51,47,8490000
51,48,8490000
51,49,8490000
52,47,8490000
52,48,8490000
48,54,8500000
48,55,8500000
49,52,8500000
49,53,8500000
49,55,8500000
50,51,8500000
50,52,8500000
50,53,8500000
50,54,8500000
50,55,8500000
50,56,8500000
51,50,8500000
51,51,8500000
51,52,8500000
51,53,8500000
51,54,8500000
51,55,8500000
52,48,8500000
52,49,8500000
52,50,8500000
52,51,8500000
52,52,8500000
52,53,8500000
52,54,8500000
53,48,8500000
53,49,8500000
53,50,8500000
53,51,8500000
53,52,8500000
53,53,8500000
54,48,8500000
54,49,8500000
54,50,8500000
54,51,8500000
52,55,8510000
52,56,8510000
52,57,8510000
52,58,8510000
53,54,8510000
53,55,8510000
53,56,8510000
53,57,8510000
53,58,8510000
54,51,8510000
54,52,8510000
54,53,8510000
54,54,8510000
54,55,8510000
54,56,8510000
54,57,8510000
54,58,8510000
55,53,8510000
55,54,8510000
55,55,8510000
55,56,8510000
55,57,8510000
56,53,8510000
56,54,8510000
56,55,8510000
56,58,8520001
56,59,8520001
56,60,8520001
56,61,8520001
57,55,8520001
57,56,8520001
57,58,8520001
57,59,8520001
57,61,8520001
58,54,8520001
58,55,8520001
58,56,8520001
58,57,8520001
58,58,8520001
58,59,8520001
58,60,8520001
58,62,8520001
59,55,8520001
59,56,8520001
61,57,8530001
61,58,8530001
61,59,8530001
61,62,8530001
62,60,8540000
64,63,8550003
66,68,8560002
69,72,8570003
69,73,8570003
70,73,8570003
71,73,8570003
74,75,8570003
76,74,8570003
76,75,8570003
76,76,8570003
77,74,8570003
77,75,8570003
77,76,8570003
77,77,8570003
78,75,8570003
78,76,8570003
78,77,8570003
78,78,8570003
79,76,8570003
79,77,8570003
79,78,8570003
71,77,8580000
72,77,8580000
72,78,8580000
73,77,8580000
73,78,8580000
73,79,8580000
74,77,8580000
74,78,8580000
74,79,8580000
75,77,8580000
75,78,8580000
75,79,8580000
76,76,8580000
76,77,8580000
76,78,8580000
76,79,8580000
77,77,8580000
77,78,8580000
77,79,8580000
78,76,8580000
78,78,8580000
78,79,8580000
79,77,8580000
79,78,8580000
79,79,8580000
80,78,8580000
80,79,8580000
81,78,8580000
81,79,8580000
82,79,8580000
75,81,8590000
75,82,8590000
76,81,8590000
76,82,8590000
76,83,8590000
77,81,8590000
77,82,8590000
77,83,8590000
78,81,8590000
78,82,8590000
78,83,8590000
79,81,8590000
79,82,8590000
79,83,8590000
80,81,8590000
80,82,8590000
80,83,8590000
81,81,8590000
81,82,8590000
81,83,8590000
81,84,8590000
82,81,8590000
82,82,8590000
82,83,8590000
82,84,8590000
83,81,8590000
83,82,8590000
83,83,8590000
84,81,8590000
84,82,8590000
84,83,8590000
84,84,8590000
85,82,8590000
85,83,8590000
85,84,8590000
86,83,8590000
86,84,8590000
79,84,8600000
79,85,8600000
79,86,8600000
80,83,8600000
80,84,8600000
80,85,8600000
80,86,8600000
80,87,8600000
80,88,8600000
81,83,8600000
81,84,8600000
81,85,8600000
81,86,8600000
81,87,8600000
81,88,8600000
82,83,8600000
82,84,8600000
82,85,8600000
82,86,8600000
82,87,8600000
82,88,8600000
83,83,8600000
83,84,8600000
83,85,8600000
83,86,8600000
83,87,8600000
83,88,8600000
84,83,8600000
84,84,8600000
84,85,8600000
84,86,8600000
84,87,8600000
84,88,8600000
85,83,8600000
85,84,8600000
85,85,8600000
85,86,8600000
85,87,8600000
85,88,8600000
86,83,8600000
86,84,8600000
86,85,8600000
86,86,8600000
86,87,8600000
86,88,8600000
87,83,8600000
87,84,8600000
87,85,8600000
87,86,8600000
87,87,8600000
87,88,8600000
88,84,8600000
88,85,8600000
88,86,8600000
88,87,8600000
88,88,8600000
89,85,8600000
89,86,8600000
89,87,8600000
89,88,8600000
90,87,8600000
90,88,8600000
82,88,8610000
82,89,8610000
82,90,8610000
83,87,8610000
83,88,8610000
83,89,8610000
83,90,8610000
83,91,8610000
84,87,8610000
84,88,8610000
84,89,8610000
84,90,8610000
84,91,8610000
84,92,8610000
85,87,8610000
85,88,8610000
85,89,8610000
85,90,8610000
85,91,8610000
85,92,8610000
86,87,8610000
86,88,8610000
86,89,8610000
86,90,8610000
86,91,8610000
86,92,8610000
87,87,8610000
87,88,8610000
87,89,8610000
87,90,8610000
87,91,8610000
87,92,8610000
88,87,8610000
88,88,8610000
88,89,8610000
88,90,8610000
88,91,8610000
88,92,8610000
89,87,8610000
89,88,8610000
89,89,8610000
89,90,8610000
89,91,8610000
89,92,8610000
90,87,8610000
90,88,8610000
90,89,8610000
90,90,8610000
90,91,8610000
91,87,8610000
91,88,8610000
91,89,8610000
91,90,8610000
91,91,8610000
92,88,8610000
92,89,8610000
92,90,8610000
92,91,8610000
92,92,8610000
93,90,8610000
93,91,8610000
93,92,8610000
86,92,8620000
86,93,8620000
87,92,8620000
87,93,8620000
87,94,8620000
88,92,8620000
88,93,8620000
88,94,8620000
88,95,8620000
89,91,8620000
89,92,8620000
89,93,8620000
89,94,8620000
89,95,8620000
89,96,8620000
90,91,8620000
90,92,8620000
90,93,8620000
90,94,8620000
90,95,8620000
90,96,8620000
91,91,8620000
91,92,8620000
91,93,8620000
91,94,8620000
91,95,8620000
91,96,8620000
92,91,8620000
92,92,8620000
92,93,8620000
92,94,8620000
92,95,8620000
92,96,8620000
93,91,8620000
93,92,8620000
93,93,8620000
93,94,8620000
93,95,8620000
94,91,8620000
94,92,8620000
94,93,8620000
94,94,8620000
94,95,8620000
95,92,8620000
95,93,8620000
95,94,8620000
95,95,8620000
96,93,8620000
96,94,8620000
96,95,8620000
97,94,8620000
97,95,8620000
90,96,8630000
90,97,8630000
91,96,8630000
91,97,8630000
91,98,8630000
92,95,8630000
92,96,8630000
92,97,8630000
92,98,8630000
92,99,8630000
93,96,8630000
93,97,8630000
93,98,8630000
93,99,8630000
94,95,8630000
94,96,8630000
94,97,8630000
94,98,8630000
94,99,8630000
95,94,8630000
95,96,8630000
95,97,8630000
95,98,8630000
95,99,8630000
96,94,8630000
96,95,8630000
96,96,8630000
96,97,8630000
96,98,8630000
96,99,8630000
97,94,8630000
97,95,8630000
97,96,8630000
97,97,8630000
97,98,8630000
97,99,8630000
98,95,8630000
98,96,8630000
98,97,8630000
98,98,8630000
98,99,8630000
99,96,8630000
99,97,8630000
99,98,8630000
99,99,8630000
94,99,8640000
95,99,8640000
96,99,8640000
97,99,8640000
98,99,8640000
99,98,8640000
99,99,8640000
86,12,18050244
87,12,18050244
88,11,18050244
88,12,18050244
89,11,18050244
89,12,18050244
90,11,18050244
90,12,18050244
91,11,18050244
91,12,18050244
92,11,18050244
92,12,18050244
92,13,18050244
93,10,18050244
93,11,18050244
93,12,18050244
94,10,18050244
94,11,18050244
94,12,18050244
94,13,18050244
95,10,18050244
95,11,18050244
95,12,18050244
96,10,18050244
96,11,18050244
96,12,18050244
96,13,18050244
97,10,18050244
97,11,18050244
97,12,18050244
97,13,18050244
98,10,18050244
98,11,18050244
98,12,18050244
99,10,18050244
99,11,18050244
99,12,18050244
68,13,18060000
69,13,18060000
70,12,18060000
71,12,18060000
71,13,18060000
71,15,18060000
72,12,18060000
72,13,18060000
73,12,18060000
73,13,18060000
74,12,18060000
74,13,18060000
74,14,18060000
75,12,18060000
75,13,18060000
76,11,18060000
76,12,18060000
76,13,18060000
77,11,18060000
77,12,18060000
77,13,18060000
78,11,18060000
78,12,18060000
78,13,18060000
79,11,18060000
79,12,18060000
79,13,18060000
80,11,18060000
80,12,18060000
80,13,18060000
81,11,18060000
81,12,18060000
81,13,18060000
82,11,18060000
82,12,18060000
82,13,18060000
83,11,18060000
83,12,18060000
83,13,18060000
84,11,18060000
84,12,18060000
85,11,18060000
85,12,18060000
86,11,18060000
87,11,18060000
88,11,18060000
89,10,18060000
89,11,18060000
90,11,18060000
92,11,18060000
46,15,18070000
46,16,18070000
46,17,18070000
47,15,18070000
48,15,18070000
48,16,18070000
49,15,18070000
50,15,18070000
50,16,18070000
51,15,18070000
51,16,18070000
52,15,18070000
52,16,18070000
53,13,18070000
53,15,18070000
53,16,18070000
54,13,18070000
54,14,18070000
54,15,18070000
54,16,18070000
55,13,18070000
55,14,18070000
55,15,18070000
55,16,18070000
56,13,18070000
56,14,18070000
56,15,18070000
56,16,18070000
57,13,18070000
57,14,18070000
57,15,18070000
57,16,18070000
58,13,18070000
58,14,18070000
58,15,18070000
58,16,18070000
59,12,18070000
59,13,18070000
59,14,18070000
59,15,18070000
60,13,18070000
60,14,18070000
60,15,18070000
61,12,18070000
61,13,18070000
61,14,18070000
61,15,18070000
62,12,18070000
62,13,18070000
62,14,18070000
62,15,18070000
63,12,18070000
63,13,18070000
63,14,18070000
63,15,18070000
64,12,18070000
64,13,18070000
64,14,18070000
64,15,18070000
65,12,18070000
65,13,18070000
66,12,18070000
66,13,18070000
67,12,18070000
68,12,18070000
69,12,18070000
70,12,18070000
71,12,18070000
26,17,18080000
26,18,18080000
27,17,18080000
27,18,18080000
28,16,18080000
28,17,18080000
28,18,18080000
29,16,18080000
29,17,18080000
29,18,18080000
30,16,18080000
30,17,18080000
30,18,18080000
31,16,18080000
31,17,18080000
31,18,18080000
32,15,18080000
32,16,18080000
32,17,18080000
32,18,18080000
33,15,18080000
33,16,18080000
33,17,18080000
33,18,18080000
34,15,18080000
34,16,18080000
34,17,18080000
34,18,18080000
35,15,18080000
35,16,18080000
35,17,18080000
35,18,18080000
36,15,18080000
36,16,18080000
36,17,18080000
36,18,18080000
37,14,18080000
37,15,18080000
37,16,18080000
37,17,18080000
38,14,18080000
38,15,18080000
38,16,18080000
38,17,18080000
39,14,18080000
39,15,18080000
39,16,18080000
39,17,18080000
40,14,18080000
40,15,18080000
40,16,18080000
40,17,18080000
41,14,18080000
41,15,18080000
41,16,18080000
41,17,18080000
42,14,18080000
42,15,18080000
42,16,18080000
42,17,18080000
43,14,18080000
43,15,18080000
43,16,18080000
43,17,18080000
44,14,18080000
44,15,18080000
44,16,18080000
44,17,18080000
45,14,18080000
45,15,18080000
46,13,18080000
46,14,18080000
46,15,18080000
47,13,18080000
47,14,18080000
48,13,18080000
48,14,18080000
49,13,18080000
50,13,18080000
51,13,18080000
6,19,18090000
6,20,18090000
7,18,18090000
7,19,18090000
7,20,18090000
8,18,18090000
8,19,18090000
8,20,18090000
9,18,18090000
9,19,18090000
9,20,18090000
10,17,18090000
10,18,18090000
10,19,18090000
10,20,18090000
11,17,18090000
11,18,18090000
11,19,18090000
11,20,18090000
12,17,18090000
12,18,18090000
12,19,18090000
12,20,18090000
13,17,18090000
13,18,18090000
13,19,18090000
13,20,18090000
14,16,18090000
14,17,18090000
14,18,18090000
14,19,18090000
14,20,18090000
15,16,18090000
15,17,18090000
15,18,18090000
15,19,18090000
15,20,18090000
16,16,18090000
16,17,18090000
16,18,18090000
16,19,18090000
16,20,18090000
17,16,18090000
17,17,18090000
17,18,18090000
17,19,18090000
17,20,18090000
18,16,18090000
18,17,18090000
18,18,18090000
18,19,18090000
19,16,18090000
19,17,18090000
19,18,18090000
19,19,18090000
20,16,18090000
20,17,18090000
20,18,18090000
20,19,18090000
21,16,18090000
21,17,18090000
21,18,18090000
21,19,18090000
22,16,18090000
22,17,18090000
22,18,18090000
22,19,18090000
23,15,18090000
23,16,18090000
23,17,18090000
23,18,18090000
23,19,18090000
24,15,18090000
24,16,18090000
24,17,18090000
24,18,18090000
24,19,18090000
25,15,18090000
25,16,18090000
25,17,18090000
25,18,18090000
26,15,18090000
26,16,18090000
26,17,18090000
26,18,18090000
27,15,18090000
27,16,18090000
27,17,18090000
28,15,18090000
28,16,18090000
28,17,18090000
29,15,18090000
30,15,18090000
30,16,18090000
30,17,18090000
31,15,18090000
0,17,18100000
0,18,18100000
0,19,18100000
0,20,18100000
0,21,18100000
1,17,18100000
1,18,18100000
1,19,18100000
1,20,18100000
1,21,18100000
2,17,18100000
2,18,18100000
2,19,18100000
2,20,18100000
2,21,18100000
3,17,18100000
3,18,18100000
3,19,18100000
3,20,18100000
3,21,18100000
4,17,18100000
4,18,18100000
4,19,18100000
4,20,18100000
4,21,18100000
5,17,18100000
5,18,18100000
5,19,18100000
5,20,18100000
5,21,18100000
6,17,18100000
6,18,18100000
6,19,18100000
6,20,18100000
7,17,18100000
7,18,18100000
7,19,18100000
7,20,18100000
8,17,18100000
8,18,18100000
9,17,18100000
9,18,18100000
10,16,18100000
10,17,18100000
10,18,18100000
11,16,18100000
11,17,18100000
11,18,18100000
12,16,18100000
12,17,18100000
12,18,18100000
13,17,18100000
0,27,18170073
0,30,18180001
0,31,18180001
0,32,18180001
0,33,18180001
0,34,18180001
0,35,18180001
0,36,18180001
0,37,18180001
0,38,18180001
0,39,18180001
1,27,18180001
1,30,18180001
1,31,18180001
1,32,18180001
1,33,18180001
1,34,18180001
1,35,18180001
1,36,18180001
1,37,18180001
1,39,18180001
2,27,18180001
2,28,18180001
2,29,18180001
2,30,18180001
2,31,18180001
2,32,18180001
2,33,18180001
2,34,18180001
2,35,18180001
2,36,18180001
2,37,18180001
2,38,18180001
2,39,18180001
3,27,18180001
3,28,18180001
3,29,18180001
3,31,18180001
3,32,18180001
3,34,18180001
4,28,18180001
4,29,18180001
5,39,18190000
5,40,18190000
6,28,18190000
6,29,18190000
6,30,18190000
6,39,18190000
7,29,18190000
7,30,18190000
7,31,18190000
7,35,18190000
7,36,18190000
7,37,18190000
7,39,18190000
7,40,18190000
7,41,18190000
8,29,18190000
8,30,18190000
10,30,18200001
10,31,18200001
11,30,18200001
11,31,18200001
11,32,18200001
12,30,18200001
12,31,18200001
12,32,18200001
15,31,18210000
15,32,18210000
16,32,18210000
17,32,18210000
19,34,18220007
20,34,18220007
20,35,18220007
21,34,18220007
21,35,18220007
23,35,18230000
23,36,18230000
23,37,18230000
24,36,18230000
24,37,18230000
25,36,18230000
25,37,18230000
27,39,18240000
28,38,18240000
28,39,18240000
28,40,18240000
29,39,18240000
29,40,18240000
30,39,18240000
30,40,18240000
35,41,18240000
35,43,18240000
36,41,18240000
36,42,18240000
37,41,18240000
37,42,18240000
38,41,18240000
38,42,18240000
31,40,18250001
31,41,18250001
32,40,18250001
32,41,18250001
32,42,18250001
33,40,18250001
33,41,18250001
33,42,18250001
33,43,18250001
34,41,18250001
34,42,18250001
34,43,18250001
35,41,18250001
35,42,18250001
35,43,18250001
34,43,18260000
35,42,18260000
35,43,18260000
35,44,18260000
36,42,18260000
36,43,18260000
36,44,18260000
36,45,18260000
37,42,18260000
37,43,18260000
37,44,18260000
37,45,18260000
38,43,18260000
38,44,18260000
38,45,18260000
38,46,18260000
39,43,18260000
39,44,18260000
39,45,18260000
39,46,18260000
40,43,18260000
40,44,18260000
40,45,18260000
41,43,18260000
41,44,18260000
41,45,18260000
44,42,18260000
45,42,18260000
46,42,18260000
46,43,18260000
40,45,18270000
40,46,18270000
41,44,18270000
41,45,18270000
41,46,18270000
41,47,18270000
42,44,18270000
42,45,18270000
42,46,18270000
42,47,18270000
42,48,18270000
43,44,18270000
43,45,18270000
43,46,18270000
43,47,18270000
43,48,18270000
43,49,18270000
44,44,18270000
44,45,18270000
44,46,18270000
44,47,18270000
44,48,18270000
44,49,18270000
45,43,18270000
45,44,18270000
45,45,18270000
45,46,18270000
46,43,18270000
46,44,18270000
46,45,18270000
46,46,18270000
47,43,18270000
47,44,18270000
47,45,18270000
48,42,18270000
48,43,18270000
48,44,18270000
48,45,18270000
49,42,18270000
49,43,18270000
49,44,18270000
50,42,18270000
43,49,18280001
44,48,18280001
44,49,18280001
44,50,18280001
45,48,18280001
45,49,18280001
