x_bin,y_bin,batch_start_t
89,25,7723297
89,26,7723297
89,27,7723297
89,27,7731106
86,27,7746609
86,26,7750546
86,28,7750546
97,27,7750546
89,27,7765276
50,25,7774486
72,27,7774486
86,27,7774486
51,26,7780529
94,27,7780529
71,26,7826736
75,26,7826736
70,26,7831359
75,27,7831359
70,27,7842709
41,17,7856473
43,6,7872767
90,26,7885456
90,27,7885456
77,27,7898402
91,26,7898402
91,27,7898402
92,27,7900491
92,30,7900491
75,26,7936158
75,27,7936158
43,6,7941091
75,27,7941091
96,27,7964827
96,26,7972888
96,27,7972888
96,26,7980399
96,27,7980399
99,26,7993641
88,27,8018493
87,27,8020909
88,27,8020909
88,27,8035331
99,26,8035331
88,27,8040501
89,27,8040501
83,27,8069956
73,26,8079172
73,27,8079172
73,27,8081485
61,26,8092144
80,26,8092144
80,27,8092144
90,27,8118721
57,26,8122920
59,26,8122920
77,26,8138478
90,26,8171061
91,27,8171061
85,26,8185693
86,27,8185693
67,27,8192287
64,26,8231405
97,26,8231405
97,27,8231405
97,28,8231405
59,25,8257761
59,26,8257761
59,25,8260541
60,26,8260541
60,27,8260541
93,26,8288877
93,27,8290505
48,29,8380906
46,16,8504918
56,31,8533799
17,24,8541955
43,41,8568129
72,25,8581353
73,26,8581353
72,26,8590428
72,27,8590428
2,54,8644008
3,54,8654494
3,54,8663126
87,27,8679900
89,27,8786552
27,50,8877733
41,31,8956321
82,26,8991491
41,39,9012398
41,40,9012398
66,25,9030164
66,26,9030164
66,27,9030164
69,39,9054736
73,83,9054736
75,26,9066602
75,27,9066602
44,41,9071999
